,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
891,boba fett you have wild imaginations indeed malaysia question was asking about the rule that was not mentioned nor clarified and there reason for you get excited since when did not respect the rules guess you have nothing better and enjoy seeking attention this should malaysia final advise and response you something meaningful and get life,1.0,1.0,0.0,0.0,0.0
892,ace shadow speak for yourself,0.0,0.0,0.0,0.0,0.0
893,ace shadow you not know the difference between thinking and mindset flip flopping then can you please keep facing the wall,0.0,1.0,0.0,0.0,0.0
894,boba fett suit yourself mani padme hom bye the pathetic one face the wall,0.0,1.0,0.0,0.0,0.0
895,ace shadow not here and there just hide your silllly billly first comments about returning home less than week cos its sensesless,0.0,0.0,0.0,1.0,0.0
896,boba fett pest off malaysia comment none your business,1.0,1.0,0.0,0.0,0.0
897,can the audio better this not the first time that had max malaysia speakers but still not getting clarity,1.0,0.0,0.0,0.0,1.0
898,will continuous relaxing and tightening pattern for the next few years,0.0,1.0,0.0,0.0,0.0
899,pessimist the century,0.0,0.0,0.0,0.0,0.0
900,fiost the worst yet come and will made covid nineteen look like walk the park,0.0,0.0,0.0,1.0,0.0
901,travel own risk allowing tourist also our expanse jiak liao bee task force,0.0,0.0,0.0,1.0,0.0
902,fiost bill gates said will know the results two years after receiving the mark therefore should treasure this very short period time with our love ones and them may never meet again,0.0,1.0,0.0,0.0,0.0
903,dayy logg the reality suppose,0.0,0.0,0.0,0.0,0.0
904,why india,1.0,0.0,0.0,0.0,0.0
905,why china,0.0,0.0,0.0,0.0,0.0
906,why not india,1.0,0.0,0.0,0.0,0.0
907,india indo construction workers maids you think they are tourist,1.0,0.0,0.0,0.0,0.0
908,ranking countries recovery index insanity,0.0,0.0,0.0,0.0,0.0
909,this what they mean hospital all have enough beds all because most will dead the new normal shoving into citizens throat and telling death will increase new normal not acceptable from the team highly paid leaders have because that can done leaders from third world country who are paid fraction their pay expect more than that everyone united states singaporeans have ancestors who toil hard for their next generation and bloodline enjoy the fruits and not reaped off from them selfishly,1.0,0.0,1.0,0.0,1.0
910,payandpay lost control and handed over and nine not virus and can not proven court norway canada denmark,0.0,0.0,0.0,0.0,0.0
911,please open india too thanks for only injected ones,1.0,0.0,0.0,0.0,0.0
912,covid now endemic lee hsien loong prime ministership also endemic,0.0,0.0,0.0,1.0,0.0
913,covid are smarter than what experts think these days worried,0.0,1.0,0.0,1.0,0.0
914,the vaccine business making big bucks bet after the third booster shots our government will start charge united states for subsequent booster shots new revenue income from its own citizens,1.0,1.0,1.0,0.0,0.0
915,requiring booster shots this early indicates how accurate the these mrna experiments who artificially liking these videos the previous videos had higher downvote upvote ratio this not organic,0.0,0.0,0.0,1.0,0.0
916,they can open germany come here direct just curious why can let unvaccinated people dine restaurant for two unvaccinated people also healthy right,1.0,0.0,0.0,1.0,0.0
917,germany nine bordering countries you think they will stay germany days without leaving the country can trust they declaration they come singapore,1.0,0.0,0.0,0.0,1.0
918,allow open borders for groups tourists but singapore only allowed five person gathering and dine are the tourists oso cap the group five too since tourists are allow come big groups when are able out dine groups eight,1.0,1.0,0.0,0.0,0.0
919,vaccination below twelve soon thanks pass,0.0,0.0,0.0,0.0,0.0
920,frm south east germany frm germany singapore yay hoorah airplaneairplaneairplaneairplaneairplane,1.0,0.0,0.0,0.0,1.0
921,the vaccinated ones are the ones with variants,0.0,0.0,0.0,0.0,0.0
922,let count down how long will take for singapore back phase two heightened alert,1.0,0.0,0.0,0.0,0.0
923,many cases can not trace still want open,0.0,0.0,0.0,0.0,0.0
924,only fools like peoples action party ministers believe vaccines can keep the virus bay,0.0,0.0,0.0,0.0,0.0
925,tourist welfare more important than singaporeans welfare singaporean citizens can bullied and pushed around and shoved down our throats this what they mean hospital all have enough beds all because most will dead the new normal shoving into citizens throat and telling death will increase new normal not acceptable from the team highly paid leaders have because that can done leaders from third world country who are paid fraction their pay expect more than that everyone united states singaporeans have ancestors who toil hard for their next generation and bloodline enjoy the fruits and not reaped off from them selfishly,1.0,0.0,1.0,0.0,1.0
926,want play hero,0.0,0.0,0.0,0.0,0.0
927,you allow unvaccinated people please make sure they are all not allowed dine well double standards you don allow singaporean yet allow tourists dine,0.0,0.0,0.0,0.0,1.0
928,putting the workers risk,0.0,0.0,0.0,0.0,0.0
929,hello healthy need wear mask expert will hear soon,0.0,0.0,0.0,0.0,0.0
930,hope the roofi earn much more with booster shots,0.0,0.0,0.0,0.0,0.0
931,formula for covid one thousand nine hundred and new variant not sheeple,0.0,0.0,0.0,1.0,0.0
932,almost two years can not travel why our passport not extends,0.0,0.0,0.0,0.0,0.0
933,well the chinese vac must fake one,0.0,0.0,0.0,0.0,1.0
934,god amazing grace singapore has agenda not about the coronavirus your healthy nor real vaccine but coerce everyone here jabbed the experiment teachers put pressure parents get teenagers jabbed without even telling them that they are experiment participants,1.0,1.0,1.0,1.0,0.0
935,pfizer first quarter two thousand and revenues fourteen six billion why you think they are pressing for jab,1.0,0.0,0.0,0.0,0.0
936,human with common sense learn but those who lost common sense like drunkard who are intoxicated similarly supposedly highly qualified people thier respective field maybe overwhelmed arrogance which they not aware also similar good example,0.0,0.0,0.0,0.0,1.0
937,with respect doctor leong which vaccination has being injected that can have clearer picture all the top talent doctor and qaulify scientist born locally there choose need which brand outermost effectives protection and prevention the value spirit mind heart known read and see,1.0,1.0,0.0,0.0,0.0
938,interesting how wil ica know any europe passport has been germany before depart singapore mtf mil math,1.0,0.0,1.0,0.0,0.0
939,you don wish spread others,0.0,0.0,0.0,0.0,0.0
940,the people here mainly lives flats and such close proximity like pigeon holes they also share lifts they allow active covid cases stay home during this stage then there chance spread because the proximity also through formites,0.0,0.0,0.0,1.0,1.0
941,actually with the emergence the delta variant other countries that are heavily vaccinated shouldn they slow down the reopening,0.0,1.0,0.0,1.0,0.0
942,the govt prep united states live with covid and restrictions will continue revised every now and then,1.0,0.0,1.0,1.0,0.0
943,are you sure delta not there germany and brunei how differentiate with indian fully vaccinated traveller please tell who higher side,1.0,0.0,0.0,1.0,1.0
944,than please stay home and not come,0.0,0.0,0.0,0.0,0.0
945,noone knows why border can not open for vaccinated people they not have anything argue,0.0,0.0,0.0,0.0,0.0
946,india might faking their data there could much more deltas india which they never declared think safer not let anyone who have been india any south asia countries for the past days,1.0,0.0,1.0,0.0,0.0
948,andy sim who the earth not faking the data you know every damn country the world where virus created havoc has atleast one variant however united states why there variant india now business usual india open society unlike china media powerful nothing govt can hide not much covid patients hospitals,1.0,1.0,1.0,1.0,0.0
949,malaysia opinion singapore government should require all travellers from overseas including hong kong and macau also have negative pcr pre departure test result hours before getting flight singapore addition arrival test not some travellers could covid nineteen positive and actively spreading the virus others the plane and our airport thus endangering the life fellow passengers staff and others,1.0,0.0,0.0,1.0,1.0
950,hope ministers see your comment don mind people travelling outta singapore more worried about the incoming ones,1.0,1.0,0.0,0.0,0.0
951,year ago hoping for vaccine end this pandemic now after vaccines come with delta variant what variant next echo variant foxtrot variant golf variant hotel variant until zulu variant then booster booster after booster after booster after booster end after many injection then got many lobang your arm and covid still smiling and say yeeeaaah baby here stay bring but still praying that all will get better miss malaysia family,1.0,0.0,1.0,1.0,0.0
952,part their plan you have been lied from the beginning all your carbon taxes means siphon more money off the man the street companies pay lot taxes wages will depressed and goods will more expensive result these taxes,0.0,1.0,0.0,0.0,0.0
